Year,Team,Rk,Conf,AdjEM,AdjO,Strength_of_Schedule_AdjD,NCSOS_AdjT,Seed,W,L
2007,Memphis,9,CUSA,24.81,115.4,28,90.6,2,33,4
2007,Duke,10,ACC,23.3,113.2,44,89.9,6,22,11
2007,Pittsburgh,11,BE,22.9,118.1,10,95.2,3,29,8
2007,Maryland,12,ACC,22.42,112.4,53,90.0,4,25,9
2007,Kentucky,13,SEC,21.73,117.0,15,95.3,8,22,12
2007,Indiana,14,B10,21.58,115.4,26,93.8,7,21,11
2007,Butler,15,Horz,21.45,118.0,11,96.5,5,29,7
2007,Southern Illinois,16,MVC,21.03,109.8,84,88.8,4,29,7
2007,Michigan St.,17,B10,20.97,112.8,49,91.8,9,23,12
2007,Oregon,18,P10,20.76,118.3,8,97.6,3,29,8
2007,Louisville,19,BE,20.35,113.5,40,93.1,6,24,10
2007,Villanova,21,BE,20.11,113.4,42,93.3,9,22,11
2007,Notre Dame,22,BE,20.02,118.1,9,98.1,6,24,8
2007,Georgia Tech,23,ACC,19.61,116.9,16,97.3,10,20,12
2007,Arizona,24,P10,19.43,119.5,5,100.1,8,20,11
2007,Texas,25,B12,19.24,119.5,6,100.3,4,25,10
2007,Washington St.,27,P10,18.87,111.7,64,92.8,3,26,8
2007,Creighton,28,MVC,18.53,113.8,36,95.3,10,22,11
2007,Purdue,30,B10,18.31,110.7,74,92.4,9,22,12
2007,Tennessee,31,SEC,18.29,115.9,22,97.6,5,24,11
2007,Xavier,32,A10,18.13,117.3,12,99.2,9,25,9
2007,Illinois,36,B10,17.5,107.3,116,89.8,12,23,12
2007,Virginia Tech,37,ACC,17.38,112.4,54,95.0,5,22,12
2007,Marquette,38,BE,17.18,111.8,62,94.6,8,24,10
2007,USC,39,P10,16.86,111.0,72,94.2,5,25,12
2007,UNLV,41,MWC,16.83,112.6,51,95.8,7,30,7
2007,Arkansas,42,SEC,16.62,110.6,77,93.9,12,21,14
2007,Vanderbilt,43,SEC,16.23,115.7,24,99.4,6,22,12
2007,Boston College,44,ACC,16.18,117.3,13,101.1,7,21,12
2007,BYU,46,MWC,16.11,116.7,17,100.6,8,25,9
2007,Nevada,47,WAC,16.09,117.2,14,101.2,7,29,5
2007,Virginia,48,ACC,15.43,114.1,35,98.7,4,21,11
2007,Gonzaga,49,WCC,15.31,115.3,30,100.0,10,23,11
2007,Winthrop,51,BSth,14.81,112.9,48,98.0,11,29,5
2007,VCU,52,CAA,14.55,116.6,18,102.0,11,28,7
2007,Davidson,61,SC,13.32,111.8,61,98.5,13,29,5
2007,Old Dominion,64,CAA,12.7,108.6,99,95.9,12,24,9
2007,Stanford,66,P10,12.37,109.7,86,97.3,11,18,13
2007,Texas Tech,71,B12,10.98,112.2,57,101.3,10,21,13
2007,Miami OH,87,MAC,8.38,105.7,141,97.4,14,18,15
2007,Oral Roberts,88,MCon,8.36,107.1,123,98.7,14,23,11
2007,Texas A&M Corpus Chris,91,Slnd,7.76,114.1,34,106.4,15,26,7
2007,Penn,92,Ivy,7.69,109.8,85,102.1,14,22,9
2007,Holy Cross,93,Pat,7.4,103.0,186,95.6,13,25,9
2007,George Washington,95,A10,7.28,105.0,153,97.7,11,23,9
2007,New Mexico St.,96,WAC,7.27,108.3,101,101.1,13,25,9
2007,Wright St.,100,Horz,6.66,104.5,165,97.8,14,23,10
2007,Long Beach St.,113,BW,5.44,112.2,58,106.8,12,24,8
2007,Belmont,121,ASun,4.38,106.6,132,102.2,15,23,10
2007,Albany,138,AE,2.25,107.4,113,105.2,13,23,10
2007,North Texas,162,SB,-0.98,103.0,187,104.0,15,23,11
2007,Central Connecticut,177,NEC,-2.24,104.1,169,106.3,16,22,12
2007,Eastern Kentucky,182,OVC,-2.58,102.7,191,105.3,16,21,12
2007,Weber St.,184,BSky,-2.71,102.1,203,104.8,15,20,12
2007,Niagara,186,MAAC,-2.76,107.2,119,110.0,16,23,12
2007,Jackson St.,251,SWAC,-9.48,100.2,230,109.7,16,21,14
2007,Florida A&M,254,MEAC,-9.57,100.6,225,110.2,16,21,14
2008,Kansas,1,B12,35.21,120.9,2,85.7,1,37,3
2008,Memphis,2,CUSA,31.51,118.0,6,86.5,1,38,2
2008,North Carolina,3,ACC,30.22,122.1,1,91.9,1,36,3
2008,UCLA,4,P10,29.94,118.0,7,88.1,1,35,4
2008,Wisconsin,5,B10,26.68,113.5,37,86.8,3,31,5
2008,Duke,6,ACC,26.4,116.3,13,89.9,2,28,6
2008,Georgetown,7,BE,25.56,115.2,21,89.7,2,28,6
2008,Louisville,8,BE,25.41,113.1,40,87.7,3,27,9
2008,Texas,9,B12,25.09,120.6,3,95.5,2,31,7
2008,Washington St.,10,P10,24.32,115.1,23,90.8,4,26,9
2008,Davidson,11,SC,23.61,117.0,9,93.4,10,29,7
2008,Stanford,12,P10,22.75,113.6,36,90.9,3,28,8
2008,Tennessee,13,SEC,22.17,116.2,15,94.0,2,31,5
2008,Marquette,14,BE,22.16,115.3,20,93.1,6,25,10
2008,Xavier,15,A10,22.05,117.3,8,95.2,3,30,7
2008,Clemson,16,ACC,22.03,114.0,35,91.9,5,24,10
2008,Drake,17,MVC,21.46,120.0,4,98.5,5,28,5
2008,West Virginia,18,BE,21.29,114.6,27,93.3,7,26,11
2008,Michigan St.,19,B10,21.15,115.8,17,94.7,5,27,9
2008,Butler,20,Horz,19.97,116.2,14,96.2,7,30,4
2008,Texas A&M,21,B12,19.93,112.3,46,92.3,9,25,11
2008,Pittsburgh,22,BE,19.91,116.5,10,96.6,4,27,10
2008,Arizona,23,P10,19.14,116.4,12,97.3,10,19,15
2008,Notre Dame,24,BE,19.07,114.6,26,95.6,5,25,8
2008,Gonzaga,25,WCC,19.05,114.5,30,95.5,7,25,8
2008,Kansas St.,26,B12,18.9,114.2,34,95.3,11,21,12
2008,Connecticut,27,BE,18.9,115.2,22,96.3,4,24,9
2008,USC,28,P10,18.67,110.5,59,91.9,6,21,12
2008,Indiana,29,B10,18.43,114.6,29,96.1,8,25,8
2008,Purdue,30,B10,18.3,110.5,60,92.2,6,25,9
2008,Mississippi St.,33,SEC,16.77,108.2,92,91.5,8,23,11
2008,BYU,35,MWC,15.76,107.4,112,91.7,8,27,8
2008,Oregon,36,P10,15.66,118.8,5,103.1,9,18,14
2008,Miami FL,37,ACC,15.38,112.5,44,97.1,7,23,11
2008,Arkansas,40,SEC,15.19,111.4,53,96.2,9,23,12
2008,Baylor,41,B12,14.82,115.7,19,100.9,11,21,11
2008,Saint Mary's,42,WCC,14.66,109.2,76,94.6,10,25,7
2008,Western Kentucky,43,SB,14.6,111.9,48,97.3,12,29,7
2008,Oklahoma,44,B12,14.47,109.5,74,95.1,6,23,12
2008,Saint Joseph's,45,A10,14.32,115.1,25,100.8,11,21,13
2008,Villanova,46,BE,14.21,109.2,75,95.0,12,22,13
2008,UNLV,48,MWC,13.71,110.2,67,96.5,8,27,8
2008,Kent St.,55,MAC,13.04,107.8,105,94.8,9,28,7
2008,Vanderbilt,56,SEC,12.65,112.3,47,99.6,4,26,8
2008,Temple,57,A10,12.37,112.8,41,100.4,12,21,13
2008,South Alabama,65,SB,11.8,112.6,42,100.8,10,26,7
2008,Oral Roberts,77,Sum,10.27,104.7,153,94.5,13,24,9
2008,Kentucky,78,SEC,10.01,107.8,104,97.8,11,18,13
2008,George Mason,80,CAA,9.68,110.7,58,101.0,12,23,11
2008,Cal St. Fullerton,88,BW,8.47,112.3,45,103.9,14,24,9
2008,Georgia,91,SEC,8.08,104.3,166,96.2,14,17,17
2008,Siena,93,MAAC,7.99,108.6,86,100.7,13,23,11
2008,Winthrop,104,BSth,6.38,99.5,232,93.1,13,22,12
2008,Portland St.,112,BSky,5.4,108.6,87,103.2,16,23,10
2008,San Diego,120,WCC,4.64,101.6,198,97.0,13,22,14
2008,Cornell,123,Ivy,4.41,110.1,69,105.7,14,22,6
2008,Boise St.,126,WAC,3.89,108.7,84,104.8,14,25,9
2008,UMBC,127,AE,3.86,113.2,39,109.3,15,24,9
2008,Belmont,129,ASun,3.53,109.7,71,106.2,15,25,9
2008,American,150,Pat,1.67,107.9,102,106.3,15,21,12
2008,Austin Peay,168,OVC,-0.3,104.6,159,104.9,15,24,11
2008,Mount St. Mary's,173,NEC,-1.32,99.3,233,100.6,16,19,15
2008,UT Arlington,180,Slnd,-2.31,101.3,202,103.6,16,21,12
2008,Coppin St.,298,MEAC,-14.41,92.4,321,106.8,16,16,21
2008,Mississippi Valley St.,306,SWAC,-15.21,91.9,323,107.1,16,17,16
2009,North Carolina,1,ACC,31.14,123.2,1,92.1,1,34,4
2009,Connecticut,2,BE,29.25,116.0,17,86.8,1,31,5
2009,Pittsburgh,3,BE,28.96,121.2,2,92.3,1,31,5
2009,Memphis,4,CUSA,28.67,112.8,37,84.2,2,33,4
2009,Louisville,5,BE,26.06,111.2,49,85.2,1,31,6
2009,Missouri,6,B12,24.81,116.6,13,91.8,3,31,7
2009,Oklahoma,7,B12,24.59,118.3,4,93.7,2,30,6
2009,Gonzaga,8,WCC,24.51,117.5,8,93.0,4,28,6
2009,Michigan St.,9,B10,24.37,114.3,26,89.9,2,31,7
2009,Duke,10,ACC,24.31,117.5,7,93.2,2,30,7
2009,West Virginia,11,BE,24.21,115.1,19,90.9,6,23,12
2009,UCLA,12,P10,23.93,119.5,3,95.6,6,26,9
2009,Villanova,13,BE,23.89,114.4,24,90.5,3,30,8
2009,Kansas,14,B12,23.83,114.5,23,90.7,3,27,8
2009,Arizona St.,15,P10,23.03,118.2,5,95.2,6,25,10
2009,Syracuse,16,BE,22.21,117.0,10,94.8,3,28,10
2009,Washington,17,P10,22.09,113.1,34,91.0,4,26,9
2009,Purdue,18,B10,21.84,110.5,60,88.7,5,27,10
2009,Marquette,19,BE,21.02,117.1,9,96.1,6,25,10
2009,Xavier,20,A10,20.24,111.0,53,90.8,4,27,8
2009,BYU,21,MWC,20.1,114.0,28,93.9,8,25,8
2009,Texas,22,B12,19.65,112.2,42,92.5,7,23,12
2009,Clemson,23,ACC,19.62,116.4,16,96.7,7,23,9
2009,Wake Forest,24,ACC,18.88,111.6,46,92.7,4,24,7
2009,Illinois,25,B10,18.72,106.8,104,88.1,5,24,10
2009,Oklahoma St.,26,B12,18.33,116.4,15,98.1,8,23,12
2009,USC,27,P10,18.26,110.0,65,91.8,10,22,13
2009,Utah,28,MWC,17.8,110.8,56,92.9,5,24,10
2009,Wisconsin,29,B10,17.62,113.3,31,95.7,12,20,13
2009,California,30,P10,17.37,116.8,11,99.4,7,22,11
2009,Tennessee,32,SEC,16.48,115.1,20,98.7,9,21,13
2009,Ohio St.,34,B10,16.34,113.3,32,96.9,8,22,11
2009,Arizona,37,P10,15.96,117.7,6,101.8,12,21,14
2009,Butler,38,Horz,15.78,110.3,62,94.5,9,26,6
2009,Florida St.,39,ACC,15.76,105.9,116,90.1,5,25,10
2009,Minnesota,40,B10,15.43,108.1,90,92.6,10,22,11
2009,Utah St.,44,WAC,15.12,116.7,12,101.6,11,30,5
2009,Texas A&M,45,B12,15.01,113.1,35,98.1,9,24,10
2009,LSU,46,SEC,14.86,111.5,47,96.6,8,27,8
2009,Michigan,47,B10,14.75,112.2,40,97.5,10,21,14
2009,Temple,50,A10,14.38,109.9,68,95.5,11,22,12
2009,VCU,54,CAA,13.62,110.1,64,96.4,11,24,10
2009,Maryland,55,ACC,13.55,110.0,67,96.4,10,21,14
2009,North Dakota St.,61,Sum,12.29,114.3,25,102.0,14,26,7
2009,Cleveland St.,66,Horz,11.96,105.3,124,93.3,13,26,11
2009,Siena,67,MAAC,11.93,110.3,63,98.4,9,27,8
2009,Mississippi St.,69,SEC,11.55,107.8,92,96.2,13,23,13
2009,Boston College,74,ACC,11.2,113.2,33,102.0,7,22,12
2009,Dayton,78,A10,10.23,103.3,156,93.0,11,27,8
2009,Northern Iowa,83,MVC,9.7,110.6,59,100.9,12,23,11
2009,Western Kentucky,88,SB,8.1,111.1,52,103.0,12,25,9
2009,Akron,95,MAC,6.9,102.9,163,96.0,13,23,13
2009,Stephen F. Austin,101,Slnd,6.52,97.0,268,90.4,14,24,8
2009,East Tennessee St.,105,ASun,5.67,106.4,108,100.7,16,23,11
2009,Cornell,107,Ivy,5.23,108.5,85,103.3,14,21,10
2009,Cal St. Northridge,108,BW,5.18,102.2,182,97.0,15,17,14
2009,American,112,Pat,4.7,105.3,123,100.6,14,24,8
2009,Portland St.,118,BSky,4.04,109.2,77,105.1,13,23,10
2009,Robert Morris,146,NEC,1.49,102.0,187,100.6,15,24,11
2009,Morgan St.,150,MEAC,0.99,100.1,222,99.1,15,23,12
2009,Morehead St.,157,OVC,0.76,102.0,189,101.3,16,20,16
2009,Radford,176,BSth,-0.86,101.2,208,102.1,16,21,12
2009,Binghamton,177,AE,-0.98,102.3,181,103.3,15,23,9
2009,Alabama St.,200,SWAC,-2.97,100.7,214,103.6,16,22,10
2009,Chattanooga,213,SC,-4.04,104.3,142,108.4,16,18,17
2010,Duke,1,ACC,33.29,121.0,1,87.7,1,35,5
2010,Kansas,2,B12,31.85,120.4,2,88.5,1,33,3
2010,Syracuse,3,BE,27.62,118.5,6,90.9,1,30,5
2010,Kentucky,4,SEC,26.54,114.9,22,88.3,1,35,3
2010,West Virginia,5,BE,25.54,117.2,12,91.7,2,31,7
2010,Kansas St.,6,B12,25.52,116.1,15,90.6,2,29,8
2010,Ohio St.,7,B10,24.99,117.5,8,92.5,2,29,8
2010,Baylor,8,B12,24.95,119.2,5,94.3,3,28,8
2010,Wisconsin,9,B10,23.56,115.2,20,91.6,4,24,9
2010,BYU,10,MWC,23.27,117.3,10,94.0,7,30,6
2010,Georgetown,11,BE,22.64,116.8,13,94.2,3,23,11
2010,Butler,12,Horz,22.45,111.0,49,88.5,5,33,5
2010,Maryland,13,ACC,22.37,118.3,7,95.9,4,24,9
2010,California,14,P10,22.15,119.6,3,97.4,8,24,11
2010,Purdue,15,B10,22.05,109.8,65,87.7,4,29,6
2010,Texas A&M,16,B12,21.33,112.6,37,91.2,5,24,10
2010,Villanova,17,BE,21.24,117.2,11,96.0,2,25,8
2010,Xavier,18,A10,20.87,115.5,18,94.6,6,26,9
2010,Texas,19,B12,20.75,113.9,24,93.1,8,24,10
2010,Michigan St.,20,B10,20.13,112.8,33,92.7,5,28,9
2010,Temple,21,A10,20.12,107.8,93,87.7,5,29,6
2010,Missouri,22,B12,19.99,111.5,46,91.5,10,23,11
2010,Utah St.,23,WAC,19.9,116.0,16,96.1,12,27,8
2010,Marquette,24,BE,19.65,115.1,21,95.5,6,22,12
2010,Clemson,25,ACC,19.28,110.9,50,91.6,7,21,11
2010,Northern Iowa,27,MVC,18.87,109.6,67,90.8,9,30,5
2010,Pittsburgh,28,BE,18.66,111.4,47,92.8,3,25,9
2010,Saint Mary's,29,WCC,18.59,116.5,14,97.9,10,28,6
2010,Tennessee,30,SEC,18.5,108.9,75,90.4,6,28,9
2010,Georgia Tech,31,ACC,18.22,109.2,71,91.0,10,23,13
2010,Washington,32,P10,18.19,111.7,44,93.6,11,26,10
2010,Florida St.,33,ACC,18.02,105.0,145,87.0,9,22,10
2010,Minnesota,34,B10,17.97,112.0,41,94.1,11,21,14
2010,Notre Dame,35,BE,17.71,119.4,4,101.7,6,23,12
2010,Vanderbilt,36,SEC,17.54,113.7,25,96.2,4,24,9
2010,Old Dominion,37,CAA,17.51,107.8,90,90.3,11,27,9
2010,Louisville,38,BE,16.91,114.5,23,97.6,9,20,13
2010,Oklahoma St.,39,B12,16.72,112.2,40,95.4,7,22,11
2010,San Diego St.,40,MWC,16.58,111.4,48,94.9,11,25,9
2010,UNLV,41,MWC,16.56,110.6,55,94.0,8,25,9
2010,UTEP,42,CUSA,16.53,107.7,95,91.2,12,26,7
2010,New Mexico,43,MWC,16.18,113.6,26,97.4,3,30,5
2010,Gonzaga,44,WCC,16.14,112.3,38,96.1,8,27,7
2010,Cornell,46,Ivy,15.92,117.4,9,101.5,12,29,5
2010,Florida,50,SEC,15.23,113.0,31,97.8,10,21,13
2010,Murray St.,53,OVC,15.06,109.0,74,94.0,13,31,5
2010,Richmond,54,A10,15.01,108.8,77,93.8,7,26,9
2010,Wake Forest,58,ACC,14.12,107.1,106,93.0,9,20,11
2010,Siena,59,MAAC,13.86,109.4,69,95.5,13,27,7
2010,Wofford,82,SC,10.12,104.6,147,94.4,13,26,9
2010,Houston,88,CUSA,8.79,112.0,42,103.2,13,19,16
2010,Ohio,94,MAC,8.25,107.3,103,99.0,14,22,15
2010,Montana,95,BSky,8.08,106.5,116,98.4,14,22,10
2010,Sam Houston St.,100,Slnd,7.42,110.2,57,102.7,14,25,8
2010,New Mexico St.,112,WAC,6.03,111.6,45,105.5,12,22,12
2010,Oakland,135,Sum,3.19,107.5,98,104.3,14,26,9
2010,Vermont,136,AE,3.08,104.1,151,101.0,16,25,10
2010,East Tennessee St.,150,ASun,2.47,100.9,199,98.4,16,20,15
2010,UC Santa Barbara,153,BW,2.11,100.0,212,97.9,15,20,10
2010,Morgan St.,156,MEAC,1.58,105.5,135,104.0,15,27,10
2010,North Texas,175,SB,-0.47,103.4,164,103.8,15,24,9
2010,Robert Morris,185,NEC,-0.97,99.9,216,100.8,15,23,12
2010,Lehigh,186,Pat,-0.97,105.6,134,106.6,16,22,11
2010,Winthrop,225,BSth,-5.63,90.7,320,96.3,16,19,14
2010,Arkansas Pine Bluff,231,SWAC,-6.44,93.1,303,99.5,16,18,16
2011,Ohio St.,1,B10,33.47,125.0,1,91.5,1,34,3
2011,Duke,2,ACC,28.42,119.7,5,91.3,1,32,5
2011,Kansas,3,B12,28.38,118.9,6,90.6,1,35,3
2011,Pittsburgh,4,BE,27.08,120.6,4,93.5,1,28,6
2011,Texas,5,B12,25.93,115.5,21,89.6,4,28,8
2011,Wisconsin,6,B10,25.84,122.3,2,96.5,4,25,9
2011,Kentucky,7,SEC,25.82,117.8,8,92.0,4,29,9
2011,San Diego St.,8,MWC,24.98,114.1,28,89.1,2,34,3
2011,Purdue,9,B10,24.79,115.9,18,91.1,3,26,8
2011,Connecticut,10,BE,23.93,115.8,19,91.9,3,32,9
2011,Notre Dame,11,BE,23.25,120.9,3,97.7,2,27,7
2011,BYU,12,MWC,23.22,117.5,11,94.3,3,32,5
2011,Syracuse,13,BE,22.49,114.9,24,92.4,3,27,8
2011,Louisville,14,BE,22.26,111.4,52,89.2,4,25,10
2011,North Carolina,15,ACC,22.18,111.8,49,89.6,2,29,8
2011,Washington,16,P10,21.69,117.7,10,96.0,7,24,11
2011,Florida,17,SEC,20.61,115.8,20,95.2,2,29,8
2011,Illinois,18,B10,20.14,113.3,34,93.1,9,20,14
2011,West Virginia,19,BE,20.11,114.9,23,94.8,5,21,12
2011,Arizona,20,P10,19.65,117.4,12,97.8,5,30,8
2011,Cincinnati,21,BE,19.41,111.1,55,91.7,6,26,9
2011,Utah St.,22,WAC,19.32,111.2,54,91.8,12,30,4
2011,Belmont,23,ASun,18.48,112.6,40,94.1,13,30,5
2011,George Mason,24,CAA,18.3,114.1,29,95.8,8,27,7
2011,Clemson,25,ACC,18.16,109.6,71,91.5,12,22,12
2011,Marquette,26,BE,18.14,115.5,22,97.3,11,22,15
2011,Villanova,28,BE,17.83,114.9,25,97.0,9,21,12
2011,UNLV,29,MWC,17.75,110.6,57,92.9,8,24,9
2011,Michigan,30,B10,17.69,112.8,39,95.1,8,21,14
2011,Georgetown,31,BE,17.65,114.2,27,96.6,6,21,11
2011,Kansas St.,32,B12,17.42,111.1,56,93.6,5,23,11
2011,Vanderbilt,33,SEC,17.33,116.6,16,99.2,5,23,11
2011,Temple,34,A10,16.84,110.5,60,93.7,7,26,8
2011,Florida St.,35,ACC,16.76,104.5,147,87.7,10,23,11
2011,Butler,36,Horz,16.46,112.3,43,95.9,8,28,10
2011,Gonzaga,37,WCC,16.45,112.1,45,95.6,11,25,10
2011,Xavier,38,A10,16.02,112.8,37,96.8,6,24,8
2011,Richmond,39,A10,16.01,112.6,41,96.5,12,29,8
2011,St. John's,41,BE,15.87,111.2,53,95.3,6,21,12
2011,Missouri,42,B12,15.54,113.4,33,97.8,11,23,11
2011,Michigan St.,45,B10,15.08,109.5,73,94.4,10,19,15
2011,Penn St.,46,B10,14.88,113.1,35,98.3,10,19,15
2011,Old Dominion,48,CAA,14.66,110.0,64,95.4,9,27,7
2011,Texas A&M,49,B12,14.62,110.0,65,95.4,7,24,9
2011,UCLA,52,P10,13.57,108.7,80,95.1,7,23,11
2011,VCU,53,CAA,13.49,112.0,47,98.5,11,28,12
2011,Oakland,56,Sum,13.31,118.6,7,105.3,13,25,10
2011,USC,57,P10,13.29,107.9,91,94.6,11,19,15
2011,Tennessee,62,SEC,12.41,108.0,90,95.6,9,19,15
2011,Georgia,63,SEC,12.24,108.2,86,95.9,10,21,12
2011,UAB,65,CUSA,11.64,108.8,78,97.2,12,22,9
2011,Princeton,79,Ivy,9.09,107.2,97,98.1,13,25,7
2011,Wofford,84,SC,8.17,112.3,44,104.2,14,21,13
2011,Morehead St.,89,OVC,7.01,105.6,119,98.6,13,25,10
2011,Memphis,90,CUSA,6.98,104.5,146,97.6,12,25,10
2011,Bucknell,96,Pat,6.57,105.8,116,99.2,14,25,9
2011,Indiana St.,108,MVC,5.45,102.8,183,97.4,14,20,14
2011,LIU Brooklyn,109,NEC,5.43,109.6,72,104.2,15,27,6
2011,Akron,118,MAC,4.09,103.7,163,99.6,15,23,13
2011,Northern Colorado,119,BSky,4.05,106.3,109,102.2,15,21,11
2011,UC Santa Barbara,132,BW,3.15,103.7,164,100.5,15,18,14
2011,Saint Peter's,137,MAAC,2.73,95.2,294,92.5,14,20,14
2011,UNC Asheville,150,BSth,1.91,101.9,197,100.0,16,20,14
2011,Boston University,170,AE,-0.5,103.4,169,103.9,16,21,14
2011,Hampton,208,MEAC,-4.21,94.4,304,98.7,16,24,9
2011,Arkansas Little Rock,215,SB,-4.53,101.1,215,105.6,16,19,17
2011,UTSA,227,Slnd,-5.32,101.8,201,107.1,16,20,14
2011,Alabama St.,303,SWAC,-13.19,92.8,318,106.0,16,17,18
2012,Kentucky,1,SEC,32.59,122.2,2,89.6,1,38,2
2012,Ohio St.,2,B10,30.07,118.1,6,88.1,2,31,8
2012,Michigan St.,3,B10,27.87,114.7,17,86.9,1,29,8
2012,Kansas,4,B12,26.91,114.0,23,87.1,2,32,7
2012,Syracuse,5,BE,26.04,117.7,7,91.7,1,34,3
2012,North Carolina,6,ACC,25.44,116.1,12,90.7,1,32,6
2012,Missouri,7,B12,25.28,125.1,1,99.8,2,30,5
2012,Wisconsin,8,B10,24.09,113.7,25,89.6,4,26,10
2012,Indiana,9,B10,22.55,120.2,4,97.6,4,27,9
2012,Florida,10,SEC,22.47,120.4,3,98.0,7,26,11
2012,Wichita St.,11,MVC,22.36,116.1,11,93.8,5,27,6
2012,Memphis,12,CUSA,21.9,114.2,22,92.3,8,26,9
2012,Baylor,13,B12,21.29,116.0,13,94.7,3,30,8
2012,Saint Louis,14,A10,21.2,111.9,34,90.7,9,26,8
2012,Georgetown,15,BE,21.05,111.2,45,90.1,3,24,9
